content;tokens;tokens_ready;text;polarity;sentiment
@AndyHuskyyy 😔😔 duhh reseh nih @pertamina;['duhh', 'reseh', 'nih'];['duhh', 'reseh', 'nih'];duhh reseh nih;0;1
diprank Pertamina;['diprank'];['diprank'];diprank;0;1
@Daniel7iao Memang lagi mahal2 bang. Bukan cuman Pertamina doang.;['mahal', 'bang', 'cuman'];['mahal', 'bang', 'cuman'];mahal bang cuman;1;1
Bhabinkamtibmas Kel.Senayan Aipda Raharjo Patroli dialogis dan himbauan kamtibmas di SPBU pertamina jl.pangeran antasari Kebayoran Baru. @divisihumaspolri @humas.pmj @polres_metro_jakartaselatan  @ditbinmas.pmj  #polisijaksel #poldametrojaya #polres_metro_jakartaselatan https://t.co/2HnSC7aiy2;['bhabinkamtibmas', 'kel', 'senayan', 'aipda', 'raharjo', 'patroli', 'dialogis', 'himbauan', 'kamtibmas', 'spbu', 'pangeran', 'antasari', 'kebayoran', 'polisijaksel', 'poldametrojaya', 'polres_metro_jakartaselatan'];['bhabinkamtibmas', 'kel', 'senayan', 'aipda', 'raharjo', 'patroli', 'dialogis', 'himbauan', 'kamtibmas', 'spbu', 'pangeran', 'antasari', 'kebayoran', 'polisijaksel', 'poldametrojaya', 'polres metro jakartaselatan'];bhabinkamtibmas kel senayan aipda raharjo patroli dialogis himbauan kamtibmas spbu pangeran antasari kebayoran polisijaksel poldametrojaya polres metro jakartaselatan;3;1
@ipankvand07 @kingquotes618 @NarasiNewsroom 1.mrk ga boleh jual lbh murah dr pertamina 2.oktan yg mrk jual minimal 95 lah klo pertamax 92;['mrk', 'jual', 'murah', 'oktan', 'mrk', 'jual', 'minimal', 'pertamax'];['mrk', 'jual', 'murah', 'oktan', 'mrk', 'jual', 'minimal', 'pertamax'];mrk jual murah oktan mrk jual minimal pertamax;-1;0
Pertamina ga jelas naikin bbm dadakan dan menjebak kesannya tiba2 di bilangin naik jam setengah 3 posisi lagi antri;['bbm', 'dadakan', 'menjebak', 'kesannya', 'bilang', 'jam', 'posisi', 'antri'];['bbm', 'dada', 'jebak', 'kesan', 'bilang', 'jam', 'posisi', 'antri'];bbm dada jebak kesan bilang jam posisi antri;0;1
Mumpung kosku deket kilang pertamina, beli bengsin langsung di sana dapat harga murah ngga?;['mumpung', 'kosku', 'deket', 'kilang', 'beli', 'bensin', 'langsung', 'harga', 'murah'];['mumpung', 'kosku', 'deket', 'kilang', 'beli', 'bensin', 'langsung', 'harga', 'murah'];mumpung kosku deket kilang beli bensin langsung harga murah;11;1
kenapa pertamax non subsidi harus naik juga? pdhl ga di subsidi pemerintah kata mas @prastow juga... lagian harga minyak dunia lagi turun itu buktinya pertamax turbo, dexlite dan pertamina dex turun kan... ahok mana ahok yg digaji milyaran katanya... wkwkw https://t.co/UqXMypm5W1;['pertamax', 'non', 'subsidi', 'subsidi', 'pemerintah', 'mas', 'harga', 'minyak', 'dunia', 'turun', 'buktinya', 'pertamax', 'turbo', 'dexlite', 'dex', 'turun', 'ahok', 'ahok', 'digaji', 'milyaran', 'wkwkw'];['pertamax', 'non', 'subsidi', 'subsidi', 'perintah', 'mas', 'harga', 'minyak', 'dunia', 'turun', 'bukti', 'pertamax', 'turbo', 'dexlite', 'dex', 'turun', 'ahok', 'ahok', 'gaji', 'milyaran', 'wkwkw'];pertamax non subsidi subsidi perintah mas harga minyak dunia turun bukti pertamax turbo dexlite dex turun ahok ahok gaji milyaran wkwkw;3;1
@honbitoru @mazzini_gsp Hitungan kasar perliter nih, belum termasuk cost operasional pertamina, anggap 85 dollar per barrel (160 liter) pjadi perliternya sekitar 0.53 dollar (kurs dollar 15000) jadi perliter harganya Rp. 8060-an.;['hitungan', 'kasar', 'perliter', 'nih', 'cost', 'operasional', 'anggap', 'dollar', 'barrel', 'liter', 'pjadi', 'perliternya', 'dollar', 'kurs', 'dollar', 'perliter', 'harganya'];['hitung', 'kasar', 'liter', 'nih', 'cost', 'operasional', 'anggap', 'dollar', 'barrel', 'liter', 'pjadi', 'liter', 'dollar', 'kurs', 'dollar', 'liter', 'harga'];hitung kasar liter nih cost operasional anggap dollar barrel liter pjadi liter dollar kurs dollar liter harga;4;1
@puanmaharani_ri Yang bilang editan fix barti ga ngerti editing.  Bismillah komisaris pertamina. ☺️;['bilang', 'editan', 'benaran', 'paham', 'editing', 'bismillah', 'komisaris'];['bilang', 'edit', 'paham', 'editing', 'bismillah', 'komisaris'];bilang edit paham editing bismillah komisaris;4;1
@_ekokuntadhi Horeeee PERTALITE neeeekkkkk..... benerr kalo gitu... PERTAMINA meremmm ajee UNTUNG ... gimana dinaekin.... memang lidah tak bertulaaang... teleeekkk kan kalo dah giniii....;['horeeee', 'pertalite', 'neeeekkkkk', 'benerr', 'gitu', 'meremmm', 'untung', 'gimana', 'lidah', 'bertulaaang', 'teleeekkk', 'giniii'];['horeeee', 'pertalite', 'neeeekkkkk', 'benerr', 'gitu', 'meremmm', 'untung', 'gimana', 'lidah', 'bertulaaang', 'teleeekkk', 'giniii'];horeeee pertalite neeeekkkkk benerr gitu meremmm untung gimana lidah bertulaaang teleeekkk giniii;3;1
BBM pernah murah tapi saat itu kalian pasti gk punya kendaraan. BBM pernah murah tapi saat itu kalian pasti blm bisa membayangkan betapa indahnya IKN yang akan dibangun. Dimana nanti akan ada  Disneyland  dan mobil terbang di dalamnya. Pokoknya 6 periode *Calon Komut Pertamina* https://t.co/2b3pSsIzbM;['bbm', 'murah', 'kendaraan', 'bbm', 'murah', 'membayangkan', 'betapa', 'indahnya', 'ikn', 'dibangun', 'dimana', 'disneyland', 'mobil', 'terbang', 'dalamnya', 'pokoknya', 'periode', 'calon', 'komut'];['bbm', 'murah', 'kendara', 'bbm', 'murah', 'bayang', 'betapa', 'indah', 'ikn', 'bangun', 'disneyland', 'mobil', 'terbang', 'pokok', 'periode', 'calon', 'komut'];bbm murah kendara bbm murah bayang betapa indah ikn bangun disneyland mobil terbang pokok periode calon komut;19;1
@detikcom Ngantri Pertamina sekarang lama;['ngantri'];['ngantri'];ngantri;0;1
@JohnySibuea @PartaiSocmed @ItsMe_RBH @tunnov @SOERYAWAD1 @BennyKeef Buat alasan lagi kalau APBN tekor ...nanti di masukkan ke dalam kompensasi...karena pertamax pertamina jual rugi...;['alasan', 'apbn', 'tekor', 'masukkan', 'kompensasi', 'pertamax', 'jual', 'rugi'];['alas', 'apbn', 'tekor', 'masuk', 'kompensasi', 'pertamax', 'jual', 'rugi'];alas apbn tekor masuk kompensasi pertamax jual rugi;-7;0
@jeonghanT____T ohya aku lupa kak reyn kerjanya pertamina HAHAHAH;['ohya', 'lupa', 'kak', 'reyn', 'kerjanya', 'hahahah'];['ohya', 'lupa', 'kak', 'reyn', 'kerja', 'hahahah'];ohya lupa kak reyn kerja hahahah;3;1
Harga BBM Subsidi dan Non Subsidi Naik Hari Ini, Pertamina Pastikan Stok Aman https://t.co/bZYoCbHOzL BREAKING NEWS 14.30 WIB Rp 10.000;['harga', 'bbm', 'subsidi', 'non', 'subsidi', 'pastikan', 'stok', 'aman', 'breaking', 'news', 'wib'];['harga', 'bbm', 'subsidi', 'non', 'subsidi', 'stok', 'aman', 'breaking', 'news', 'wib'];harga bbm subsidi non subsidi stok aman breaking news wib;0;1
@CNNIndonesia Percuma diurus pertamina, ganti Pertamini aja. Nggak bakalan rugi dan pasti untung.;['diurus', 'ganti', 'pertamini', 'rugi', 'untung'];['urus', 'ganti', 'pertamini', 'rugi', 'untung'];urus ganti pertamini rugi untung;1;1
Kementerian BUMN dan PT Pertamina (Persero) mendorong UMKM menembus pasar internasional atau go global dengan berpartisipasi dalam Festival Tong Tong 2022 yang digelar di Kota Den Haag, Belanda. https://t.co/VNm3WPV85l;['kementerian', 'bumn', 'persero', 'mendorong', 'umkm', 'menembus', 'pasar', 'internasional', 'global', 'berpartisipasi', 'festival', 'tong', 'tong', 'digelar', 'kota', 'den', 'haag', 'belanda'];['menteri', 'bumn', 'persero', 'dorong', 'umkm', 'tembus', 'pasar', 'internasional', 'global', 'partisipasi', 'festival', 'tong', 'tong', 'gelar', 'kota', 'den', 'haag', 'belanda'];menteri bumn persero dorong umkm tembus pasar internasional global partisipasi festival tong tong gelar kota den haag belanda;7;1
@vesikular @lobangpickaw @sapiceplok @idextratime Kalo tanpa aturan harga harus di atas harga pertamina mungkin sudah lebih murah dari punya bumn pukimak ini;['aturan', 'harga', 'harga', 'murah', 'bumn', 'pukimak'];['atur', 'harga', 'harga', 'murah', 'bumn', 'pukimak'];atur harga harga murah bumn pukimak;8;1
@BigAlphaID Lah ga guna ya daftar subsidi di app pertamina klo ujung2 nya gini;['daftar', 'subsidi', 'aplikasi', 'ujung', 'nya'];['daftar', 'subsidi', 'aplikasi', 'ujung', 'nya'];daftar subsidi aplikasi ujung nya;-6;0
Antrian mobil SPBU Pertamina Surya Sumantri arah lemahnendeut sudah mengular sampai ke jalan (via CCTV Pelindung) @PRFMnews https://t.co/Ir8OGYXCWZ;['antrian', 'mobil', 'spbu', 'surya', 'sumantri', 'arah', 'lemahnendeut', 'mengular', 'jalan', 'via', 'cctv', 'pelindung'];['antri', 'mobil', 'spbu', 'surya', 'sumantri', 'arah', 'lemahnendeut', 'ular', 'jalan', 'via', 'cctv', 'lindung'];antri mobil spbu surya sumantri arah lemahnendeut ular jalan via cctv lindung;6;1
@Akun___Receh @kemenkeu @jokowi @pertamina @basuki_btp Asiap,,, awalnya banyak yg teriak. Tapi setelah sekian lama berjalan pasti terbiasa. Buktinya...? Papua (dulu) dalam kurun waktu puluhan tahun menggunakan BBM yg sangat mahal. 😂😂😂;['asiap', 'teriak', 'sekian', 'berjalan', 'terbiasa', 'buktinya', 'papua', 'kurun', 'puluhan', 'bbm', 'mahal'];['asiap', 'teriak', 'sekian', 'jalan', 'bukti', 'papua', 'kurun', 'puluh', 'bbm', 'mahal'];asiap teriak sekian jalan bukti papua kurun puluh bbm mahal;-4;0
@false10s @PradanaRastu1 @panditfootball ada aturan SPBU swasta harganya wajib lebih mahal dari SPBU Pertamina.  sebenarnya banyak SPBU swasta yg bisa lebih murah dibanding Pertamina terutama ketika harga minyak dunia sedang turun.;['aturan', 'spbu', 'swasta', 'harganya', 'wajib', 'mahal', 'spbu', 'spbu', 'swasta', 'murah', 'dibanding', 'harga', 'minyak', 'dunia', 'turun'];['atur', 'spbu', 'swasta', 'harga', 'wajib', 'mahal', 'spbu', 'spbu', 'swasta', 'murah', 'banding', 'harga', 'minyak', 'dunia', 'turun'];atur spbu swasta harga wajib mahal spbu spbu swasta murah banding harga minyak dunia turun;17;1
strategi pertamina + pemerintahan keren juga 😌 buat meredam kepanikan. dibuat desas-desus 1 september naik, eh malah di prank bbrp bbm nya malah diturun hasilnya masyarakat mereda paniknya. tiba-tiba tgl 3 september, jebreeettt langsung naik jam 14.30, well played strategy 😌;['strategi', 'pemerintahan', 'keren', 'meredam', 'kepanikan', 'desas', 'desus', 'september', 'prank', 'bbm', 'nya', 'diturun', 'hasilnya', 'masyarakat', 'mereda', 'paniknya', 'tgl', 'september', 'jebreeettt', 'langsung', 'jam', 'well', 'played', 'strategy'];['strategi', 'perintah', 'keren', 'redam', 'panik', 'desas', 'desus', 'september', 'prank', 'bbm', 'nya', 'turun', 'hasil', 'masyarakat', 'reda', 'panik', 'tgl', 'september', 'jebreeettt', 'langsung', 'jam', 'well', 'played', 'strategy'];strategi perintah keren redam panik desas desus september prank bbm nya turun hasil masyarakat reda panik tgl september jebreeettt langsung jam well played strategy;0;1
@SiaranBolaLive Kendaraan sahabat pertamina hallo;['kendaraan', 'sahabat', 'hallo'];['kendara', 'sahabat', 'hallo'];kendara sahabat hallo;8;1
@fauz13 @cuantastix @AdnanRifki1 @NarasiNewsroom Tapi info aja gan, pertamina klo harga minyak naik ikutan naik, tapi kalo turun tutup mata tutup telinga, udah dari dulu kek gini;['info', 'gan', 'harga', 'minyak', 'ikutan', 'turun', 'tutup', 'mata', 'tutup', 'telinga'];['info', 'gan', 'harga', 'minyak', 'turun', 'tutup', 'mata', 'tutup', 'telinga'];info gan harga minyak turun tutup mata tutup telinga;-5;0
Bilang Masih Dikalkulasi, ternyata menterinya malah Naikkan Harga BBM. Pertanda Jokowi Sudah Tak Dihargai Pemerintah resmi naikan harga BBM Subsidi pukul 14.0 WIB siang ini, Sobat Holopis. Cek berita selengkapnya di https://t.co/T7N5vzHvL0 #BBMBersubsidi #Pertalite #Pertamina https://t.co/8vDB3DeSQE;['bilang', 'dikalkulasi', 'menterinya', 'naikkan', 'harga', 'bbm', 'pertanda', 'jokowi', 'dihargai', 'pemerintah', 'resmi', 'naikan', 'harga', 'bbm', 'subsidi', 'wib', 'siang', 'sobat', 'holopis', 'cek', 'berita', 'selengkapnya', 'bbmbersubsidi', 'pertalite'];['bilang', 'kalkulasi', 'menteri', 'harga', 'bbm', 'tanda', 'jokowi', 'harga', 'perintah', 'resmi', 'harga', 'bbm', 'subsidi', 'wib', 'siang', 'sobat', 'holopis', 'cek', 'berita', 'lengkap', 'bbmbersubsidi', 'pertalite'];bilang kalkulasi menteri harga bbm tanda jokowi harga perintah resmi harga bbm subsidi wib siang sobat holopis cek berita lengkap bbmbersubsidi pertalite;7;1
@false10s @PradanaRastu1 @panditfootball Lahh jangan dibandingin ama shell dan BP, pertamina ngantur harga biar harga dr pertamina jangan sampe dibawah mereka.;['lahh', 'banding', 'shell', 'ngantur', 'harga', 'biar', 'harga', 'dibawah'];['lahh', 'banding', 'shell', 'ngantur', 'harga', 'biar', 'harga'];lahh banding shell ngantur harga biar harga;10;1
"Menteri BUMN @erickthohir Berkunjung ke Offshore Wind Farm Westermeerwind Memantau kerja sama Pertamina &amp; Pondera Wind Energy dalam pengembangan energi tenaga angin #BangkitBersamaET https://t.co/8UTooMvWgB";['menteri', 'bumn', 'berkunjung', 'offshore', 'wind', 'farm', 'westermeerwind', 'memantau', 'kerja', 'pondera', 'wind', 'energy', 'pengembangan', 'energi', 'tenaga', 'angin', 'bangkitbersamaet'];['menteri', 'bumn', 'kunjung', 'offshore', 'wind', 'farm', 'westermeerwind', 'pantau', 'kerja', 'pondera', 'wind', 'energy', 'kembang', 'energi', 'tenaga', 'angin', 'bangkitbersamaet'];menteri bumn kunjung offshore wind farm westermeerwind pantau kerja pondera wind energy kembang energi tenaga angin bangkitbersamaet;16;1
Harga BBM Naik Hari Ini, Stok Pertalite Cukup 18 Hari dan Solar 20 Hari: Corporate Secretary Pertamina Patra Niaga, Irto Ginting menuturkan, proses produksi mulai dari hilir hingga ketersediaan stok BBM di SPBU juga terus dimonitor. https://t.co/rCD2MReCNz;['harga', 'bbm', 'stok', 'pertalite', 'solar', 'corporate', 'secretary', 'patra', 'niaga', 'irto', 'ginting', 'proses', 'produksi', 'hilir', 'ketersediaan', 'stok', 'bbm', 'spbu', 'dimonitor'];['harga', 'bbm', 'stok', 'pertalite', 'solar', 'corporate', 'secretary', 'patra', 'niaga', 'irto', 'ginting', 'proses', 'produksi', 'hilir', 'sedia', 'stok', 'bbm', 'spbu', 'monitor'];harga bbm stok pertalite solar corporate secretary patra niaga irto ginting proses produksi hilir sedia stok bbm spbu monitor;4;1
@pertamina subsidi jd mundak jg ternyata. yg katanya tdk jd mundak, ini termasuk hoax atau tdk?...;['subsidi', 'mundak', 'mundak', 'hoax'];['subsidi', 'mundak', 'mundak', 'hoax'];subsidi mundak mundak hoax;-5;0
Inspirasi kado buat temen perempuan, mama atau siapapun itu  Tas nya elegant bangett mana murahh ga kelihatan kan kalau under 200k  https://t.co/FRWQCp6IgJ Mahasiswa #JatengisBlue #BigMouthEp12 #iKON pertamina Breaking news Rp 6.800 Panas 14.30 https://t.co/ZMYdONnVPs;['inspirasi', 'kado', 'temen', 'perempuan', 'mama', 'tas', 'nya', 'elegant', 'banget', 'murahh', 'mahasiswa', 'jatengisblue', 'bigmouthep', 'ikon', 'breaking', 'news', 'panas'];['inspirasi', 'kado', 'temen', 'perempuan', 'mama', 'tas', 'nya', 'elegant', 'banget', 'murahh', 'mahasiswa', 'jatengisblue', 'bigmouthep', 'ikon', 'breaking', 'news', 'panas'];inspirasi kado temen perempuan mama tas nya elegant banget murahh mahasiswa jatengisblue bigmouthep ikon breaking news panas;8;1
Fix iki pertalite mundak dan pertamina iseh ngeluh merugi? Bajingaaaaannnnn!!!;['benaran', 'pertalite', 'mundak', 'iseh', 'ngeluh', 'merugi', 'bajing'];['pertalite', 'mundak', 'iseh', 'ngeluh', 'rugi', 'bajing'];pertalite mundak iseh ngeluh rugi bajing;-8;0
@erickthohir @pertamina Sumber penyakit dan masalah BUMN adalah SDM nya jadi Kejauhan buat berekspansi dan berekspektasi kalau didalam tubuhnya sendiri masih memelihara sumber penyakit. https://t.co/lU7onJxodm;['sumber', 'penyakit', 'bumn', 'sdm', 'nya', 'kejauhan', 'berekspansi', 'berekspektasi', 'didalam', 'tubuhnya', 'memelihara', 'sumber', 'penyakit'];['sumber', 'sakit', 'bumn', 'sdm', 'nya', 'ekspansi', 'berekspektasi', 'tubuh', 'pelihara', 'sumber', 'sakit'];sumber sakit bumn sdm nya ekspansi berekspektasi tubuh pelihara sumber sakit;-11;0
beralih isi bbm ke vivo yg punya asing, biarkan pertamina dan para penjahat negeri ini mati sendiri dgn selogan NKRI Dead Rice!;['beralih', 'isi', 'bbm', 'asing', 'biarkan', 'penjahat', 'negeri', 'mati', 'selogan', 'nkri', 'dead', 'rice'];['alih', 'isi', 'bbm', 'asing', 'biar', 'jahat', 'negeri', 'mati', 'log', 'nkri', 'dead', 'rice'];alih isi bbm asing biar jahat negeri mati log nkri dead rice;3;1
Balik ke bensin kerang sama ijo buat isi motor, karena di spbu pertamina mo pertamax ato pertalite antriannya sama aja;['bensin', 'kerang', 'ijo', 'isi', 'motor', 'spbu', 'pertamax', 'pertalite', 'antriannya'];['bensin', 'kerang', 'ijo', 'isi', 'motor', 'spbu', 'pertamax', 'pertalite', 'antri'];bensin kerang ijo isi motor spbu pertamax pertalite antri;2;1
Ente Kadang-kadang ya @KementerianESDM @pertamina  Kapan sih bisa bikin rakyat seneng ? 😒 https://t.co/TncK82d6jU;['ente', 'kadang', 'kadang', 'sih', 'rakyat', 'seneng'];['ente', 'kadang', 'kadang', 'sih', 'rakyat', 'neng'];ente kadang kadang sih rakyat neng;11;1
@littlegarde @to_beinh @galuh_bambang @SuryadiGatot @meow_leader @Jennifer_bogota @WatchPms @Gus_Arifin @musniumar @Mdy_Asmara1701 Inilah watak Anjing piaraan, Lapar Galak, Kenyang Bego, Kalah Brutal, senjatanya cuma memfitnah HRS yg tidak pernah merugikan Negara, si Anjing Ahok yg jelas koruptor bikin Pertamina Rugi 11 Triliun mereka diem aja.  Dasar Anjing.;['watak', 'anjing', 'piaraan', 'lapar', 'galak', 'kenyang', 'bego', 'kalah', 'brutal', 'senjatanya', 'memfitnah', 'merugikan', 'negara', 'anjing', 'ahok', 'koruptor', 'rugi', 'triliun', 'diem', 'dasar', 'anjing'];['watak', 'anjing', 'piara', 'lapar', 'galak', 'kenyang', 'bego', 'kalah', 'brutal', 'senjata', 'fitnah', 'rugi', 'negara', 'anjing', 'ahok', 'koruptor', 'rugi', 'triliun', 'diem', 'dasar', 'anjing'];watak anjing piara lapar galak kenyang bego kalah brutal senjata fitnah rugi negara anjing ahok koruptor rugi triliun diem dasar anjing;-38;0
@JoyWongSo @M45Broo_ Ahok lagi ngancurin Pertamina;['ahok', 'hancur'];['ahok', 'hancur'];ahok hancur;0;1
Fix.. Harga Pertalite dan Solar Jadi NAIK #Pertalitenaik #solarnaik #pertalite #solar #pertamina #bbmnaik  https://t.co/CduBOQUVDU;['benaran', 'harga', 'pertalite', 'solar', 'pertalitenaik', 'solarnaik', 'pertalite', 'solar', 'bbmnaik'];['harga', 'pertalite', 'solar', 'pertalitenaik', 'solarnaik', 'pertalite', 'solar', 'bbmnaik'];harga pertalite solar pertalitenaik solarnaik pertalite solar bbmnaik;3;1
Pertamina dex selisih 300 ambe dexlite. Pertamina guyon 😂;['dex', 'selisih', 'ambe', 'dexlite', 'guyon'];['dex', 'selisih', 'ambe', 'dexlite', 'guyon'];dex selisih ambe dexlite guyon;-8;0
@BijiTanpa @pertamina @KemenBUMN @KementerianESDM @jokowi @CCICPolri @AndhikaPerkasa @BSSN_RI 😎 selamat menikmati #DosaJariyah dari ketololan lu en melekatnya kesengsaraan buat lu ya kutil babi kacung penjilat komplotan #RejimBedebah 😛;['selamat', 'menikmati', 'dosajariyah', 'ketololan', 'melekatnya', 'kesengsaraan', 'kutil', 'babi', 'kacung', 'penjilat', 'komplotan', 'rejimbedebah'];['selamat', 'nikmat', 'dosajariyah', 'tolol', 'lekat', 'sengsara', 'kutil', 'babi', 'kacung', 'jilat', 'komplot', 'rejimbedebah'];selamat nikmat dosajariyah tolol lekat sengsara kutil babi kacung jilat komplot rejimbedebah;-12;0
@e100ss Yg bikin kesel selain BBM naik yaitu d saat kondisi spt ini SPBU tidk memaksimalkan semua pompa nya yang mana berdampak pada kemacetan dan jika d tanya alasannya karyawan kurang.... Emang gak ada kebijakan kah dari pertamina untuk hal spt ini... Kasian jg yg kena imbas kemacetan;['kesel', 'bbm', 'kondisi', 'spbu', 'tidk', 'memaksimalkan', 'pompa', 'nya', 'berdampak', 'kemacetan', 'alasannya', 'karyawan', 'kebijakan', 'kah', 'kasian', 'kena', 'imbas', 'kemacetan'];['kesel', 'bbm', 'kondisi', 'spbu', 'tidk', 'maksimal', 'pompa', 'nya', 'dampak', 'macet', 'alas', 'karyawan', 'bijak', 'kah', 'kasi', 'kena', 'imbas', 'macet'];kesel bbm kondisi spbu tidk maksimal pompa nya dampak macet alas karyawan bijak kah kasi kena imbas macet;-9;0
BBM @pertamina resmi naik Sabtu 3 September 2022 jam 14 : 30 WIB. Breaking news dari pak @jokowi hari ini bersama Ibu @Tri_Rismaharini di @OfficialiNewsTV;['bbm', 'resmi', 'sabtu', 'september', 'jam', 'wib', 'breaking', 'news'];['bbm', 'resmi', 'sabtu', 'september', 'jam', 'wib', 'breaking', 'news'];bbm resmi sabtu september jam wib breaking news;2;1
Presiden Joko Widodo @jokowi akhirnya mengumumkan kenaikan harga bahan bakar minyak (BBM) mulai dari Pertalite, Solar, dan Pertamax. Harga terbaru BBM bersubsidi dan non-subsidi itu mulai berlaku pada Sabtu (3/9/2022) pukul 14.30.  #VDVCTalk #BBM #Pertalite #Pertamax #Pertamina https://t.co/rqeAHwJUYD;['presiden', 'joko', 'widodo', 'mengumumkan', 'kenaikan', 'harga', 'bahan', 'bakar', 'minyak', 'bbm', 'pertalite', 'solar', 'pertamax', 'harga', 'terbaru', 'bbm', 'bersubsidi', 'non', 'subsidi', 'berlaku', 'sabtu', 'vdvctalk', 'bbm', 'pertalite', 'pertamax'];['presiden', 'joko', 'widodo', 'harga', 'bahan', 'bakar', 'minyak', 'bbm', 'pertalite', 'solar', 'pertamax', 'harga', 'bbm', 'subsidi', 'non', 'subsidi', 'laku', 'sabtu', 'vdvctalk', 'bbm', 'pertalite', 'pertamax'];presiden joko widodo harga bahan bakar minyak bbm pertalite solar pertamax harga bbm subsidi non subsidi laku sabtu vdvctalk bbm pertalite pertamax;7;1
